Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Abundances (Normalized): F1: Sample	Abundances (Normalized): F2: Sample	Abundances (Normalized): F3: Sample	Abundances (Normalized): F4: Sample	Abundances (Normalized): F5: Sample	Abundances (Normalized): F6: Sample	Abundances (Normalized): F7: Sample	Abundances (Normalized): F8: Sample	Abundances (Normalized): F9: Sample	Abundances (Normalized): F10: Sample	Abundances (Normalized): F11: Sample	Abundances (Normalized): F12: Sample	Found in Sample: [S1] F1: Sample	Found in Sample: [S2] F2: Sample	Found in Sample: [S3] F3: Sample	Found in Sample: [S4] F4: Sample	Found in Sample: [S5] F5: Sample	Found in Sample: [S6] F6: Sample	Found in Sample: [S7] F7: Sample	Found in Sample: [S8] F8: Sample	Found in Sample: [S9] F9: Sample	Found in Sample: [S10] F10: Sample	Found in Sample: [S11] F11: Sample	Found in Sample: [S12] F12: Sample	# Protein Groups	Modifications
FALSE	High	Master Protein	O15511	Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens OX=9606 GN=ARPC5 PE=1 SV=3	0	FALSE	49.018	66	8	169	7	151	16.3	5.67	325.86	8	2	49977399.26	50621815.09	37364210.68	57989167.94	47846844.93	56798218.1	56071015.75	63346336.03	53854861.11	54163963.28	48230408.26	51993219.71	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q14BN4	Sarcolemmal membrane-associated protein OS=Homo sapiens OX=9606 GN=SLMAP PE=1 SV=1	0	FALSE	24.46	9	5	43	5	828	95.1	5.47	118.76	5	0	37460203.81	40412213.37	37366200.71	36131574.84	34787311.24	33553329.56	28368946.83	27160093.44	25652739.44	27128904.27	30725131.44	31895849.94	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O60610	Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2	0	FALSE	164.999	30	33	314	32	1272	141.3	5.41	544.68	33	1	36179667.19	37087645.56	37402021.49	19397090.34	20666798.4	21265075.58	49309876.28	46812351.02	46945700.19	23890652.81	26941135.29	24005942.8	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P11177	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=3	0	FALSE	84.001	53	13	215	13	359	39.2	6.65	411.71	13	0	43641430.12	36486126.59	37554500.87	42534541.2	38642962.31	35678398.94	39079633.43	36686185.23	37558949.02	39671456.7	37694994.23	36922012.05	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9Y512	Sorting and assembly machinery component 50 homolog OS=Homo sapiens OX=9606 GN=SAMM50 PE=1 SV=3	0	FALSE	89.962	45	16	288	16	469	51.9	6.9	609.67	16	0	40358547.52	46513992.31	37573355.62	44323182.53	36531428.9	34468401.02	38795261.13	41308219.36	43047444.46	34092738.7	44186049.49	40867538.06	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P35813	Protein phosphatase 1A OS=Homo sapiens OX=9606 GN=PPM1A PE=1 SV=1	0	FALSE	118.214	52	16	346	13	382	42.4	5.36	769.37	16	3	38303070.63	38482487.61	37593541.46	36796610.81	36710800.88	40434720.57	35095581.18	28972189.88	35105628.12	34101100.95	31695232.68	37761597.83	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9Y6D6	Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Homo sapiens OX=9606 GN=ARFGEF1 PE=1 SV=2	0	FALSE	192.734	23	38	464	27	1849	208.6	5.85	850.82	38	11	40965737.94	39300085.36	37670692.35	37111204.94	32973426.74	35375127.34	36133894.49	33832376.98	36227028.73	51663152.97	50771263.54	49543999.37	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P21283	V-type proton ATPase subunit C 1 OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=4	0	FALSE	87.763	51	19	305	19	382	43.9	7.46	495.19	19	0	36789044.52	35013174.15	37677471.26	52409393.89	52129777.03	52438578.4	52083117.4	47208100.35	50120648.79	58475667.24	59795914.07	57414631.66	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O95453	Poly(A)-specific ribonuclease PARN OS=Homo sapiens OX=9606 GN=PARN PE=1 SV=1	0	FALSE	9.906	6	4	9	4	639	73.4	6.2	1.64	4	0	42495702.51	39119575.45	37694722.62	48944405.41	41660974.39	55576663.33	42867684.24	34597479.72	35594736.98	43556390.87	42616632.26	39192067.85	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	High	High	High	High	Peak Found	1	
FALSE	High	Master Protein	Q9H223	EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1	0	FALSE	113.043	39	19	458	15	541	61.1	6.76	849.22	19	3	41115442.44	40568518.59	37697198.89	72761021.74	72401515.75	72414033.09	50839168.33	50667961.75	49807015.01	69993762.79	80342261.46	77176884.85	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P08574	Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3	0	FALSE	67.455	38	8	273	8	325	35.4	9	667.01	8	0	38963682.48	42244329.14	37698855.19	36799417.06	38821482.22	36586000.98	38855208.01	34685261.78	38572762.69	46546210.46	46658447.86	52294061.49	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P55196	Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3	0	FALSE	205.335	29	40	473	40	1824	206.7	6.47	827.4	40	0	40619899.43	38861030.69	37724242.34	37385309.39	33117863.78	30501382.25	30804271.24	32037237.69	30978555.91	26603972.81	27695780.55	25574561.09	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P41743	Protein kinase C iota type OS=Homo sapiens OX=9606 GN=PRKCI PE=1 SV=2	0	FALSE	139.38	43	17	222	15	596	68.2	5.85	490.94	17	2	36608660.89	35883032.26	37788781.57	27918998.48	26457189.48	29363410.4	29112931.61	19972664.29	23117753.26	35097307.85	37078238.84	37855577.77	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9UHP3	Ubiquitin carboxyl-terminal hydrolase 25 OS=Homo sapiens OX=9606 GN=USP25 PE=1 SV=4	0	FALSE	80.748	24	20	182	20	1055	122.1	5.34	312.36	20	0	40451013.95	36438056.25	37838796.64	32206433.91	32098174.8	36803215.28	42959912.98	40443372.75	38225218.08	41332913.69	47478241.19	40961797.62	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	P18031	Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1	0	FALSE	93.191	44	16	426	16	435	49.9	6.27	715.26	16	0	36151427.35	35894332.26	37948059.91	40333501.09	37532462.91	43935907.48	43127132.94	36690820.31	41917597.07	46503949.36	42623339.07	41839955.29	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P55145	Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3	0	FALSE	75.26	47	11	205	11	182	20.7	8.69	457.84	11	0	42538336.87	38393634.23	37961303.5	35846013.11	33862791.91	40065465.64	39414245.19	35803207.63	39146525.65	50856940.72	52196837.57	61249163.92	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P58107	Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3	0	FALSE	258.09	28	45	537	38	5088	555.3	5.62	1052.86	45	0	36281159.26	40783373.37	38023222.85	58614239.52	52065466.14	53874662.29	35578575.68	22558339.83	28686274.58	17214608.93	17407249.89	15500063.46	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P36776	Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=2	0	FALSE	147.706	28	22	405	22	959	106.4	6.39	918.92	22	0	40126510.79	39933819.82	38035658.62	50849059.89	41441959.53	41295613.88	31369126.24	30044533.43	29742538.88	41148587.7	41279004.21	37580460.11	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P69905	Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2	0	FALSE	38.465	35	5	524	1	142	15.2	8.68	625.41	5	0	39445988.58	42081578.79	38084935.21	94198731.03	97181225.63	94576318.72	36830120.65	57377664.31	43782045.9	31308033.48	36746865.81	33827987.01	High	High	High	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	1	
FALSE	High	Master Protein	Q92878	DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1	0	FALSE	167.14	31	36	401	36	1312	153.8	6.89	578.13	36	0	40517074.02	38373252.82	38168418	36329749.08	31914684.36	34068878.44	43842067.39	42134423.92	46378400.64	34793859.04	32914688.64	38511728.39	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P11908	Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens OX=9606 GN=PRPS2 PE=1 SV=2	0	FALSE	83.565	39	10	352	5	318	34.7	6.61	851.46	10	7	37615955.11	39432687.65	38180875.22	29007412.63	26325571.75	27744633.56	35858199.07	35102256.64	35221652.29	42313389.53	42528489.63	40430608.69	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q9HAV4	Exportin-5 OS=Homo sapiens OX=9606 GN=XPO5 PE=1 SV=1	0	FALSE	149.909	35	32	446	32	1204	136.2	5.8	695.19	32	0	36396885.7	35654350.35	38212734.18	39943634.4	36421255.89	40900925.35	34941834.27	33185224.93	33485273.11	32528122.52	31918255.41	27301295.81	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9ULS5	Transmembrane and coiled-coil domain protein 3 OS=Homo sapiens OX=9606 GN=TMCC3 PE=1 SV=3	0	FALSE	76.026	36	13	218	13	477	53.8	8.54	468.87	13	0	46105348.56	38098955.85	38301217.47	18309600.99	16721546.57	16115246.41	25012022.86	22046122.86	29622132.87	18098673.33	15510804.81	17581587.61	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	P20674	Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2	0	FALSE	23.425	31	4	216	4	150	16.8	6.79	407.53	4	0	39049209.03	37039744.5	38304994.46	39454200.62	38932358.96	39144786.3	51338143.35	47802555.42	48921396.47	28203405.47	28419970.99	28332407.65	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q15154	Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=5	0	FALSE	161.052	19	27	341	26	2024	228.4	5.02	615.06	27	0	35851669.21	36402805.53	38341465.54	31883716.73	25446900.82	25144350.06	33409595.15	32188076.57	32562788.3	24384897.11	26908697.44	28548473.43	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P48556	26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2	0	FALSE	40.647	28	10	205	10	350	39.6	9.7	311.51	10	0	42032234.29	39920423.11	38352869.58	40913482.9	35585667.06	37255893.36	33182035.5	36326713.81	34727084.16	39866764.35	38792372.38	38061084.85	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q02218	2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3	0	FALSE	132.248	30	26	471	17	1023	115.9	6.86	820.56	26	9	39657166.29	39980670.54	38386446.64	54890351.18	47815885.21	46114326.38	42213780.81	34173769.15	36816294.82	40948334.43	39545951.55	35393128.72	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P17690	SWISS-PROT:P17690 (Bos taurus) Beta-2-glycoprotein 1 precursor	0	TRUE	101.382	53	12	243	12	345	38.2	8.15	653.8	12	0	29841921.34	35892927.43	38428047.08	46674141.95	59275474.03	62114703.44	32319853.87	44239049.82	35500254.78	26548937.63	29555206.21	31809438.66	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P61020	Ras-related protein Rab-5B OS=Homo sapiens OX=9606 GN=RAB5B PE=1 SV=1	0	FALSE	39.755	48	8	143	5	215	23.7	8.13	252.25	8	3	33402200.03	34728716.27	38450696.87	34295306.29	30959384.92	34115196.55	36389807.27	33409172.15	33108475.25	33195143.5	31722703.52	27533467.7	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9NZB2	Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens OX=9606 GN=FAM120A PE=1 SV=2	0	FALSE	176.535	30	24	424	22	1118	121.8	8.88	916.3	24	2	40277091.02	39027143.5	38488822.45	45662301.97	44019873.46	41602548.51	40484736.78	37784154.02	38608444.61	28925148.16	29248427.78	28857842.32	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q6PKG0	La-related protein 1 OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=2	0	FALSE	122.072	29	26	335	24	1096	123.4	8.82	530.72	26	1	41127612.06	37288334.5	38507697.56	36686554.26	31672851.39	35045181.43	40893755.51	41068001.23	39334761.53	27920623.85	26233179.97	23749641.92	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q12797	Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens OX=9606 GN=ASPH PE=1 SV=3	0	FALSE	92.706	24	21	306	21	758	85.8	5.01	451.66	21	0	40624325.68	40037274.9	38556052.79	48533533.09	46208086.33	45781761.04	37319356.7	39203539.51	37324450.52	47747227.59	47477215.23	45790568.37	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O76021	Ribosomal L1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=3	0	FALSE	84.262	34	15	340	15	490	54.9	10.13	447.71	15	0	38324436.2	38817729.91	38714518.96	46253870	53643582.78	44630865.37	45769361.38	38474160.66	44905582.87	35141160.01	44641385.1	33491987.92	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P42126	Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1	0	FALSE	53.498	28	7	188	7	302	32.8	8.54	390.26	7	0	37250447.3	38344406.7	38736147.27	48169351.39	42769580.09	50050609.29	35941559.74	36741057.86	37530073.24	43563549.93	41378606	45930103.75	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9NTZ6	RNA-binding protein 12 OS=Homo sapiens OX=9606 GN=RBM12 PE=1 SV=1	0	FALSE	86.977	18	14	305	14	932	97.3	8.63	378.51	14	0	37640025.63	40109710.16	38745113.1	30378342.07	29455959.47	28883209.23	32197753.65	31892596.75	32423568	28854907.52	28786489.98	28856208.52	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P60468	Protein transport protein Sec61 subunit beta OS=Homo sapiens OX=9606 GN=SEC61B PE=1 SV=2	0	FALSE	19.104	39	3	78	3	96	10	11.56	162.92	3	0	37675804.26	39562579.98	38883260.84	44401183.57	46218191.24	48961019.4	50621312.7	44844531.47	50322244.77	42591588.61	41921691.69	43294781.94	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q9H3N1	Thioredoxin-related transmembrane protein 1 OS=Homo sapiens OX=9606 GN=TMX1 PE=1 SV=1	0	FALSE	45.181	26	9	281	9	280	31.8	4.98	391.36	9	0	40901000.95	38006063.35	38925432.6	38799026.51	36603179.07	36593727.23	40297964.64	34965422	37715700.85	38553718.38	38855016.14	39369238.99	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q8N335	Glycerol-3-phosphate dehydrogenase 1-like protein OS=Homo sapiens OX=9606 GN=GPD1L PE=1 SV=1	0	FALSE	53.288	30	12	243	12	351	38.4	7.02	260.31	12	0	42221651.66	40996596.89	38960921.04	36087266.73	29836018.55	34118934.75	36959538.63	33113531.59	33251856.71	44413463.45	45190344.41	43252856.22	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P68402	Platelet-activating factor acetylhydrolase IB subunit alpha2 OS=Homo sapiens OX=9606 GN=PAFAH1B2 PE=1 SV=1	0	FALSE	61.736	49	7	345	7	229	25.6	5.92	766	7	0	40449733.49	38804238.82	39019788.58	43834725.71	39691774.34	40636995.53	38862274.16	36744399.73	37808590.71	35901264.62	35043801.17	35516201.14	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	O60884	DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1	0	FALSE	102.909	50	16	366	16	412	45.7	6.48	647.59	16	0	38940527.4	36686875.96	39113199.71	45192516.05	46630852.15	54172755.85	48480025.42	42332882.16	43642178.27	51027522.2	53301685.11	43437502.9	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	P37108	Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2	0	FALSE	39.779	34	5	179	5	136	14.6	10.04	327.76	5	0	43594386.74	38588620.59	39128873.53	40038597.98	40507038.35	37622922.79	43613873.51	40938171.84	39649155.79	33683125.69	32825425.91	30249776.71	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q15398	Disks large-associated protein 5 OS=Homo sapiens OX=9606 GN=DLGAP5 PE=1 SV=2	0	FALSE	169.746	37	26	328	26	846	95.1	9	689.5	26	0	41174982.88	38751976.34	39173169.71	27529169.29	25670478.13	27946172.85	34266846.89	30296223.18	34270134.71	34444496.11	34111313.16	30088538.52	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	O60749	Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2	0	FALSE	99.338	35	17	383	16	519	58.4	5.12	736.33	17	1	39612081.81	39977173.01	39202975.75	36324847.49	38167736.02	37999429.03	43227472.3	43059307.98	43283732.75	34438909.38	35594053.34	34094751.95	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9H6S3	Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens OX=9606 GN=EPS8L2 PE=1 SV=2	0	FALSE	174.028	46	25	448	25	715	80.6	6.84	975.66	25	0	38881994.72	40376517.99	39247044.3	47525936.25	46164662.42	50190377.04	36337986.76	33460949.8	36205442.32	55340785.7	52955662.95	53223293.4	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	Q9UG63	ATP-binding cassette sub-family F member 2 OS=Homo sapiens OX=9606 GN=ABCF2 PE=1 SV=2	0	FALSE	104.54	30	18	448	18	623	71.2	7.37	694.92	18	0	42116234.99	39259610.2	39247629.54	30845186.27	32241695.19	32391073.18	35735226.86	33756112.85	34587670.37	31975020.26	32186725.71	31854037.97	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	O71037	Endogenous retrovirus group K member 19 Env polyprotein OS=Homo sapiens OX=9606 GN=ERVK-19 PE=1 SV=2	0.026	FALSE	2.261	1	1	8	1	699	79.2	9.01	1.64	1	0	35876639.8	35717378.19	39251690.37	36367848.83	36599638.48	30656328.68	36014216.56	30988879.44	30636730.14	31020166.2	32490825.49	27525903.94	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	High	High	High	Peak Found	High	High	1	
FALSE	High	Master Protein	Q9UBQ5	Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1	0	FALSE	32.584	29	5	87	5	218	25	4.93	210.89	5	0	38540856.31	38212524.31	39256716.94	29052926.21	30452026.91	27736243.5	30470945.18	28417577.19	35848761.85	32489767.59	34488185.77	37523391.44	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	Q13637	Ras-related protein Rab-32 OS=Homo sapiens OX=9606 GN=RAB32 PE=1 SV=3	0	FALSE	84.36	77	16	321	15	225	25	6.54	539.13	16	1	47276722.2	41870571.47	39327731.55	58092844.86	54576094.33	57495289.67	50086575.86	50566524.04	47996139.11	45138794.95	44271248.67	41511817.81	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	Q3ZCQ8	Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens OX=9606 GN=TIMM50 PE=1 SV=2	0	FALSE	51.556	30	9	236	9	353	39.6	8.37	430.31	9	0	46760697.81	40340236.65	39489014.52	31436422.68	28395309.42	30195965.82	28064474.5	24637160.09	26895072.86	31020799.9	31493138.8	30228752.35	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q96G03	Phosphoglucomutase-2 OS=Homo sapiens OX=9606 GN=PGM2 PE=1 SV=4	0	FALSE	127.512	43	23	462	23	612	68.2	6.73	830.76	23	0	37479205.19	40043012.28	39494483.62	49006261.26	48008962.35	54798614.58	46246965.68	46155478.25	47673548.73	52347873.03	50826328.24	51433166.29	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	P28331	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3	0	FALSE	93.63	30	17	352	17	727	79.4	6.23	772.89	17	0	38817421.74	39392699.35	39528509.34	28316110.7	25547056.24	26040072.84	41030459.32	41866667.23	42597486.58	27250869.64	27151274.65	25794293.61	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q8IUR7	Armadillo repeat-containing protein 8 OS=Homo sapiens OX=9606 GN=ARMC8 PE=1 SV=2	0	FALSE	48.467	19	10	56	10	673	75.5	6.73	59.7	10	0	33961691.04	43352215.47	39553050.84	36276512.76	54705906.65	38551814.73	29069266.13	56652639.25	40156460.68	26901522.98	27526468.4	39663097.12	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	O60664	Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3	0	FALSE	123.441	53	17	343	17	434	47	5.44	923.09	17	0	43433645.7	41756186.96	39565785.51	41060614.57	40091853.17	45727512.89	41461454.9	39192915.5	38292611.13	53764148.14	54125198.55	57893909.38	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q99715	Collagen alpha-1(XII) chain OS=Homo sapiens OX=9606 GN=COL12A1 PE=1 SV=2	0	FALSE	238.033	22	47	364	47	3063	332.9	5.53	627.36	47	0	40207725.11	40073965.64	39576806.11	21821633.95	18942164.98	20837487.56	23871428.25	22414993.26	19519142.74	26182895.51	26008650.74	27662182.72	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P61011	Signal recognition particle 54 kDa protein OS=Homo sapiens OX=9606 GN=SRP54 PE=1 SV=1	0	FALSE	104.781	37	18	323	18	504	55.7	8.75	666.43	18	0	41938483.27	40644867.93	39620444.03	43151748.32	38625593.83	43954152.91	44761197.79	39004271.92	39908408.23	40222225.7	41133367.15	43189013.5	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q96I99	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2	0	FALSE	111.619	47	20	360	19	432	46.5	6.39	704.44	20	0	42697304.15	41619091.08	39630247.59	34914129.65	33813497.46	36480312.27	41592034.7	45976028.83	45587839.39	58696829.08	53665034.7	52290949.23	High	High	High	High	High	High	High	High	High	High	High	High	1	
